word,zipf,dom_pos
inventory,3.6702,Noun
inventress,1.5929,Noun
invents,2.9353,Verb
inverness,1.7690,Name
inverse,2.4679,Adjective
inversely,1.7690,Adverb
inversion,2.4380,Noun
inversions,1.5929,Noun
invert,2.1369,Verb
invertebrate,1.5929,Adjective
invertebrates,1.9908,Noun
inverted,2.9046,Adjective
inverter,1.7690,Noun
inverting,1.7690,Verb
inverts,1.7690,Verb
invest,3.6756,Verb
invested,3.5993,Verb
investigate,3.9767,Verb
investigated,3.5013,Verb
investigates,2.3710,Verb
investigating,3.9612,Verb
investigation,4.4656,Noun
investigations,3.3212,Noun
investigative,3.2109,Adjective
investigator,3.7860,Noun
investigators,3.4317,Noun
investing,3.2412,Verb
investiture,1.7690,Noun
investment,3.9891,Noun
investments,3.3746,Noun
investor,3.1114,Noun
investors,3.5119,Noun
invests,2.1369,Verb
inveterate,1.7690,Adjective
invidia,1.5929,Noun
invigilate,1.7690,Verb
invigorate,1.8939,Verb
invigorated,2.1949,Adjective
invigorating,2.4960,Adjective
invincibility,2.0700,Noun
invincible,3.4822,Adjective
invincibly,1.5929,Adverb
inviolability,1.7690,Noun
inviolable,1.7690,Adjective
inviolate,2.2461,Verb
invisibility,2.8359,Noun
invisible,4.0919,Adjective
invisibly,2.0700,Adverb
invitable,1.5929,Adjective
invitation,4.1726,Noun
invitational,2.0700,Adjective
invitations,3.5248,Noun
invite,4.4708,Verb
invited,4.6068,Verb
invitee,1.7690,Noun
invitees,1.5929,Noun
inviter,1.5929,Noun
invites,3.3332,Verb
inviting,3.8577,Verb
invitingly,1.5929,Adverb
invocation,1.8939,Noun
invocations,1.5929,Noun
invoice,3.0242,Noun
invoiced,1.5929,Verb
invoices,2.9046,Noun
invoke,3.0078,Verb
invoked,2.7390,Verb
invokes,1.9908,Verb
invoking,2.6343,Verb
involuntarily,2.5471,Adverb
involuntary,3.0161,Adjective
involve,3.8117,Verb
involved,4.8317,Verb
involvement,3.6898,Noun
involvements,2.1369,Noun
involves,3.7001,Verb
involving,3.6036,Verb
invulnerable,2.8600,Adjective
inward,2.9046,Adverb
inwardly,2.2461,Adverb
inwards,2.1369,Adverb
inwith,1.5929,Noun
io,2.4679,Noun
iodide,2.2918,Noun
iodine,3.1047,Noun
iodized,1.7690,Verb
iodoform,1.5929,Verb
ion,2.6141,Noun
ionic,2.2461,Adjective
ionisation,1.8939,Noun
ionise,1.5929,Verb
ionised,1.7690,Verb
ionization,2.4058,Noun
ionized,2.2918,Adjective
ionosphere,2.3332,Noun
ions,2.3710,Noun
iontophoresis,1.5929,Noun
iota,2.6720,Noun
iou,1.7690,Noun
iowa,3.0627,Name
ipecac,2.6343,Noun
ipse,1.7690,Unclassified
ipsilateral,1.8939,Adjective
ipso,2.3710,Adverb
iq,2.1369,Noun
ir,2.5471,Noun
ira,3.5907,Name
iran,2.6536,Name
iranian,1.7690,Adjective
iranians,1.5929,Noun
iraq,2.9450,Name
iraqi,2.0700,Adjective
irascible,1.8939,Adjective
irate,2.7970,Adjective
irately,1.5929,Adverb
ire,2.4679,Noun
ired,1.5929,
ireland,2.6536,Name
irene,3.5013,Name
irides,1.5929,Noun
iridescent,1.8939,Adjective
iridium,2.4058,Noun
iris,3.7248,Name
irises,2.4380,Noun
irish,3.1949,Adjective
irishman,2.1949,Noun
irishmen,1.5929,Noun
irk,2.0700,Verb
irked,1.9908,Verb
irking,1.5929,Verb
irks,1.8939,Verb
irksome,2.2918,Adjective
iron,4.2537,Noun
ironbark,1.5929,Noun
ironbound,1.5929,Noun
ironclad,2.7232,Noun
ironclads,1.5929,Noun
ironed,2.9908,Verb
ironer,1.8939,Noun
ironhead,1.8939,Name
ironic,3.7874,Adjective
ironical,2.1369,Adjective
ironically,3.2263,Adverb
ironies,2.4380,Noun
ironing,3.1726,Noun
ironman,1.5929,Name
ironmonger,1.5929,Noun
irons,3.2741,Noun
ironside,1.5929,Name
ironsides,1.5929,Name
ironstone,1.5929,Noun
ironweed,1.5929,Name
ironwood,1.5929,Noun
ironwork,1.8939,Noun
ironworkers,1.5929,Name
ironworks,2.2461,Noun
irony,3.6610,Noun
iroquois,1.5929,Name
irradiate,2.1369,Verb
irradiated,2.2461,Verb
irradiates,1.5929,Verb
irradiating,1.7690,Verb
irradiation,1.5929,Noun
irrational,3.4679,Adjective
irrationalities,1.5929,Noun
irrationality,1.5929,Noun
irrationally,2.2918,Adverb
irreconcilable,2.1369,Adjective
irrecoverable,1.5929,Adjective
irredeemable,1.8939,Adjective
irredeemably,1.7690,Adverb
irreducible,1.5929,Adjective
irreferable,1.5929,Name
irrefutable,2.4380,Adjective
irrefutably,1.5929,Adverb
irregardless,2.1369,Adjective
irregular,3.4058,Adjective
irregularities,2.5929,Noun
irregularity,2.6141,Noun
irregulars,2.3710,Noun
irregulated,1.5929,Verb
irrelevancies,1.7690,Noun
irrelevancy,1.8939,Noun
irrelevant,3.7118,Adjective
irreligious,1.7690,Adjective
irremovable,1.5929,Adjective
irreparable,2.8359,Adjective
irreparably,2.1369,Adverb
irreplaceable,2.9353,Adjective
irrepressible,2.3332,Adjective
irreproachable,1.7690,Adjective
irresilient,1.5929,Adjective
irresistable,1.5929,Adjective
irresistibility,1.5929,Noun
irresistible,3.5119,Adjective
irresistibly,2.0700,Adverb
irrespective,1.9908,Preposition
irresponsibility,2.2461,Noun
irresponsible,3.6684,Adjective
irresponsibly,2.3332,Adverb
irretrievable,1.8939,Adjective
irretrievably,2.1369,Adverb
irreverence,2.2918,Noun
irreverent,2.1949,Adjective
irreversible,2.9151,Adjective
irreversibly,1.9908,Adverb
irrevocability,1.5929,Noun
irrevocable,2.5929,Adjective
irrevocably,2.5471,Adverb
irrigant,1.5929,Noun
irrigate,2.7970,Verb
irrigated,2.1949,Verb
irrigating,2.1949,Verb
irrigation,2.9353,Noun
irrigations,1.5929,Noun
irritability,2.3710,Noun
irritable,3.1669,Adjective
irritant,2.1369,Noun
irritants,1.7690,Noun
irritate,2.9820,Verb
irritated,3.1431,Verb
irritates,2.6720,Verb
irritating,3.3411,Adjective
irritatingly,1.5929,Adverb
irritation,2.8103,Noun
irritations,2.1369,Noun
irs,2.5706,Noun
is,6.9543,Verb
isaac,3.5093,Name
isabel,3.5495,Name
isabella,3.0242,Name
isaiah,3.1669,Name
iscariot,1.5929,Name
ischemia,2.0700,Noun
ischemic,2.6343,Adjective
ischia,1.5929,Noun
ischial,1.5929,Adjective
ise,1.7690,Verb
ised,1.5929,
ish,2.7970,Verb
ishmael,2.4679,Name
isinglass,1.5929,Noun
isis,2.3332,Name
islam,2.1949,Noun
islamic,2.1369,Adjective
island,4.5970,Noun
islander,1.7690,Noun
islanders,2.6141,Noun
islandic,1.5929,Adjective
islands,3.6554,Noun
isle,3.0912,Noun
isles,2.3332,Noun
ism,2.4380,Unclassified
isms,1.8939,Noun
isn,5.7673,Noun
isnt,2.6536,Verb
iso,2.0700,Noun
isocyanate,1.7690,Noun
isolate,3.4621,Verb
isolated,3.7846,Verb
isolates,2.1949,Verb
isolating,2.6343,Verb
isolation,3.4932,Noun
isolationism,1.8939,Noun
isolationist,2.1949,Noun
isolationists,1.5929,Noun
isolators,1.5929,Noun
isolde,2.5929,Noun
isomagnetic,1.7690,Adjective
isomerism,2.1369,Noun
isometric,1.9908,Adjective
isometrics,2.1949,Noun
isophthalic,1.5929,Adjective
isopropyl,2.1949,Noun
isosceles,2.3710,Noun
isothermal,1.5929,Adjective
isotonic,1.7690,Adjective
isotope,2.7068,Noun
isotopes,2.4679,Noun
isotopic,1.8939,Adjective
israel,3.0553,Name
israeli,2.3332,Adjective
israelis,2.1369,Noun
issuance,1.8939,Noun
issue,4.5329,Noun
issued,3.7452,Verb
issues,4.2718,Noun
issuing,2.9639,Verb
ist,2.8829,Unclassified
istanbul,2.6720,Name
isthmus,2.0700,Noun
it,7.2758,Pronoun
ita,2.0700,Noun
italian,3.5819,Adjective
italians,2.5929,Noun
italic,1.8939,Noun
italics,2.0700,Noun
italy,3.1726,Name
itch,3.6222,Noun
itched,2.1949,Verb
itches,3.0842,Verb
itchiness,1.5929,Noun
itching,3.3563,Verb
itchy,3.3600,Adjective
itd,1.8939,Noun
item,4.0905,Noun
itemised,1.8939,Adjective
itemize,2.0700,Verb
itemized,2.4058,Adjective
itemizing,1.7690,Verb
items,3.8284,Noun
iterate,1.5929,Verb
iterated,1.5929,Verb
iteration,1.8939,Noun
iterations,1.7690,Noun
ither,1.9908,Verb
itinerant,1.5929,Adjective
itineraries,2.2461,Noun
itinerary,3.2263,Noun
itll,2.0700,Noun
its,5.2342,Pronoun
itself,4.5993,Pronoun
itsy,2.3332,Adjective
iud,1.5929,Noun
iv,3.1179,Number
iva,1.8939,Name
ive,2.8716,Name
ivies,1.5929,Noun
ivin,1.5929,Noun
ivories,2.3332,Noun
ivory,3.1492,Noun
ivy,3.5299,Name
iwa,1.7690,Noun
ix,1.7690,Number
izzat,1.5929,Noun
j,4.8968,Letter
ja,3.8762,Name
jab,3.5274,Verb
jabbed,2.2461,Verb
jabber,2.7068,Noun
jabbered,1.5929,Verb
jabbering,2.7232,Verb
jabbernowl,1.7690,Noun
jabberwocky,1.8939,Adjective
jabbing,2.4960,Verb
jabble,1.5929,Name
jabs,2.6898,Noun
jacaranda,1.5929,Noun
jack,5.4001,Name
jackal,3.2056,Noun
jackals,2.8359,Noun
jackanapes,1.9908,Noun
jackaroo,1.5929,Name
jackass,3.8334,Noun
jackasses,2.8716,Noun
jackboot,1.5929,Noun
jackbooted,1.5929,Adjective
jackboots,1.8939,Noun
jackdaw,1.5929,Verb
jacked,3.3487,Verb
jacker,1.8939,Noun
jackers,2.4960,Name
jacket,4.5236,Noun
jacketed,1.8939,Adjective
jackets,3.5373,Noun
jackhammer,2.7390,Noun
jackhammers,1.8939,Noun
jackie,4.3980,Name
jacking,2.9994,Verb
jackknife,2.2918,Noun
jackknifed,2.0700,Verb
jackknives,1.8939,Noun
jackleg,1.5929,Noun
jackman,2.6898,Name
jacko,2.5706,Name
jackpot,3.5706,Noun
jackpots,1.8939,Noun
jackrabbit,2.8233,Noun
jackrabbits,2.3710,Noun
jacks,3.5324,Noun
jacksaw,1.5929,Noun
jackson,4.5138,Name
jacksonian,1.7690,Adjective
jacksonville,3.0477,Name
jackstraws,1.7690,Noun
jacky,2.9450,Name
jacob,4.0671,Name
jacobean,1.7690,Adjective
jacobins,1.5929,Noun
jacoby,3.1307,Name
jacquard,1.7690,Noun
jacqueline,3.3782,Name
jad,2.4380,Name
jade,3.7068,Noun
jaded,2.9046,Adjective
jaeger,1.8939,Name
jag,3.2461,Name
jager,2.2918,Noun
jagers,1.5929,Noun
jagged,2.7690,Adjective
jagger,3.0161,Name
jagging,1.5929,Adjective
jags,2.2461,Name
jaguar,3.3782,Noun
jaguars,2.4679,Noun
jaguarundi,1.7690,Noun
jah,2.4058,Interjection
jai,2.4960,Noun
jail,4.8485,Noun
jailbait,2.4679,Noun
jailbird,2.8359,Noun
jailbirds,2.2918,Noun
jailbreak,2.7232,Noun
jailbreaker,1.5929,Noun
jailbreaks,1.5929,Noun
jailed,2.9450,Verb
jailer,3.1839,Noun
jailers,2.1369,Noun
jailhouse,3.1369,Noun
jailing,1.7690,Verb
jailish,1.5929,Adjective
jailor,1.7690,Noun
jailors,1.5929,Noun
jails,2.8939,Noun
jain,1.5929,Noun
jakarta,2.2461,Name
jake,4.6432,Name
jakes,2.0700,Name
jakey,2.7390,Name
jalapeno,2.1369,Noun
jalapenos,1.8939,Noun
jalopies,1.7690,Noun
jalops,1.7690,Noun
jalopy,2.8600,Noun
jam,4.1313,Noun
jama,1.9908,Noun
jamaica,3.5706,Name
jamaican,3.1611,Adjective
jamaicans,2.5929,Noun
jamb,1.7690,Noun
jambalaya,2.4058,Noun
jambo,1.7690,Noun
jambon,1.7690,Name
jamboree,2.7390,Noun
jamborees,1.5929,Noun
james,4.8180,Name
jamesian,1.8939,Adjective
jameson,3.2650,Name
jamestown,2.1949,Name
jammed,3.8624,Verb
jammer,2.7068,Noun
jammers,1.9908,Noun
jamming,3.2314,Verb
jammy,2.5223,Name
jamoke,1.5929,Noun
jams,3.1047,Noun
jane,4.6329,Name
janeiro,2.7068,Name
janes,2.4058,Name
janet,4.2528,Name
jangle,2.5471,Noun
jangled,1.7690,Verb
jangles,1.7690,Verb
jangling,2.3710,Verb
jangly,1.5929,Name
janitor,3.7587,Noun
janitorial,2.6536,Adjective
janitors,2.7542,Noun
janitress,1.5929,Noun
jann,2.0700,Name
jansenist,1.5929,Adjective
january,3.8259,Name
janus,3.2556,Name
jap,3.5751,Noun
japan,4.1906,Name
japanese,4.4101,Adjective
japanning,1.8939,Verb
japans,2.2461,Name
jape,1.9908,Noun
japed,1.5929,Verb
japers,1.8939,Noun
japery,1.5929,Noun
japheth,1.8939,Name
jar,3.9202,Noun
jara,1.5929,Name
jarabe,1.5929,Noun
jardin,1.5929,Name
jargon,2.7970,Noun
jarhead,2.6720,Noun
jarosite,1.5929,Noun
jarrah,1.8939,Noun
jarred,2.3710,Verb
jarret,2.3710,Name
jarring,2.3332,Noun
jarry,2.5223,Noun
jars,3.2918,Noun
jarvey,1.5929,Name
jasmin,2.6536,Noun
jasmine,3.7374,Noun
jason,4.5512,Name
jasp,1.5929,Name
jasper,3.6573,Name
jaspered,1.5929,Adjective
jaspers,2.1369,Noun
jat,1.8939,Noun
jato,1.5929,Name
jaunce,1.5929,Noun
jaundice,2.4679,Noun
jaundiced,2.3710,Adjective
jaunt,2.5929,Noun
jauntily,1.5929,Adverb
jaunts,1.8939,Noun
jaunty,2.2918,Adjective
java,3.1895,Noun
javanese,2.1369,Adjective
javas,1.5929,Noun
javelin,2.6898,Noun
javelins,1.5929,Noun
jaw,3.8541,Noun
jawbone,2.6343,Noun
jawbones,1.5929,Noun
jawboning,1.7690,Verb
jawbreaker,2.1369,Noun
jawbreakers,1.7690,Noun
jawed,2.0700,Verb
jawing,2.1369,Verb
jawline,1.7690,Verb
jaws,3.4189,Noun
jay,4.2067,Name
jaybird,2.3710,Noun
jaybirds,1.8939,Noun
jaycee,1.5929,Noun
jaycees,1.5929,Noun
jayhawk,1.8939,Noun
jayhawker,1.5929,Name
jays,2.4960,Noun
jaywalk,2.0700,Verb
jaywalked,1.5929,Verb
jaywalker,1.8939,Noun
jaywalking,2.8481,Verb
jazz,4.0765,Noun
jazzed,2.8600,Verb
jazzing,1.9908,Verb
jazzman,1.7690,Noun
jazzy,2.7068,Adjective
jealous,4.5825,Adjective
jealousies,2.3710,Noun
jealously,2.3332,Adverb
jealousy,3.7602,Noun
jean,4.2485,Name
jeanne,2.4058,Name
jeannette,2.3710,Name
jeans,3.8208,Noun
jed,3.3674,Name
jee,2.4380,Name
jeep,4.0120,Noun
jeepers,3.0242,Noun
jeeps,2.8829,Noun
jeer,1.8939,Verb
jeered,1.9908,Verb
jeering,2.6141,Noun
jeers,2.2461,Noun
jees,1.8939,Noun
jeez,4.3204,Interjection
jefe,3.0553,Noun
jefes,1.5929,Name
jeff,4.4794,Name
jefferson,4.0322,Name
jeffersonian,2.8233,Adjective
jehoshaphat,2.4380,Noun
jehovah,2.9046,Name
jejunal,1.5929,Adjective
jejune,2.2461,Noun
jejunum,1.9908,Noun
jekyll,3.4708,Name
jell,2.1369,Verb
jelled,1.5929,Verb
jellico,1.5929,Name
jellied,2.0700,Adjective
jellies,2.5706,Noun
jelling,1.8939,Verb
jello,2.7542,Noun
jelly,3.8529,Noun
jellybean,2.6720,Noun
jellybeans,2.4058,Noun
jellyfish,3.1669,Noun
jellylike,1.5929,Adjective
jellyroll,1.9908,Noun
jemima,2.6536,Name
jemmy,2.0700,Name
jen,4.2248,Name
jenna,3.8762,Name
jennie,2.9353,Name
jennies,1.5929,Name
jenny,4.3134,Name
jeon,2.4058,Noun
jeopardise,2.6720,Verb
jeopardised,2.2461,Verb
jeopardising,1.5929,Verb
jeopardize,3.4621,Verb
jeopardized,2.6343,Verb
jeopardizes,2.3710,Verb
jeopardizing,2.9046,Verb
jeopardy,3.5373,Noun
jer,3.3487,Name
jere,1.5929,Adjective
jeremiah,3.3746,Name
jeremy,3.9621,Name
jericho,3.0700,Name
jerk,4.5200,Noun
jerked,2.9253,Verb
jerker,1.5929,Noun
jerkin,2.5929,Noun
jerking,3.3600,Verb
jerkins,1.5929,Noun
jerkish,1.5929,Verb
jerks,3.6421,Noun
jerkwater,2.1949,Adjective
jerky,3.3600,Adjective
jeroboam,1.5929,Noun
jerricans,1.5929,Noun
jerries,2.5706,Name
jerry,4.7934,Name
jersey,4.2575,Name
jerseys,2.6343,Noun
jerusalem,3.6303,Name
jess,4.3232,Name
jesse,4.4028,Name
jesses,1.5929,Name
jest,3.1307,Noun
jester,3.3637,Noun
jesters,2.6343,Noun
jesting,2.1369,Verb
jests,2.2918,Noun
jesuit,2.8716,Noun
jesuitic,1.5929,Adjective
jesuitical,1.5929,Adjective
jesuits,2.6343,Noun
jesus,5.2068,Name
jet,4.1504,Noun
jete,1.7690,Noun
jetes,1.8939,Noun
jetliner,1.8939,Noun
jetliners,1.8939,Noun
jets,3.6459,Noun
jetsam,2.2918,Verb
jetstream,2.2461,Name
jetted,1.8939,Verb
jetties,1.5929,Noun
jetting,2.0700,Verb
jettison,2.8716,Verb
jettisoned,1.9908,Verb
jettisons,1.5929,Verb
jetty,2.4380,Noun
jeu,1.9908,Name
jeunesse,1.7690,Unclassified
jeux,1.9908,Unclassified
jew,4.0322,Noun
jewel,3.8600,Noun
jeweled,2.4960,Adjective
jeweler,3.0242,Noun
jewelers,2.6343,Noun
jewelled,2.1369,Adjective
jeweller,2.5471,Noun
jewellers,2.1369,Noun
jewellery,3.4708,Noun
jewelry,4.0439,Noun
jewels,3.8612,Noun
jewess,2.0700,Noun
jewish,4.1388,Adjective
jewishness,2.2461,Noun
jewry,1.7690,Name
jews,4.0087,Noun
jezebel,2.8359,Name
jezebels,1.5929,Noun
jg,2.1949,Name
jiao,1.7690,Noun
jib,2.8600,Noun
jibber,2.4679,Noun
jibe,2.5706,Verb
jibed,2.2918,Verb
jibes,1.9908,Verb
jibs,1.9908,Noun
jiff,2.7232,Noun
jiffies,1.7690,Noun
jiffy,3.2003,Noun
jig,3.2363,Noun
jigaboo,2.2461,Noun
jigaboos,1.7690,Noun
jigger,2.3332,Noun
jiggered,1.5929,Verb
jiggering,1.5929,Verb
jiggers,2.3710,Noun
jigging,1.5929,Verb
jiggle,3.0912,Verb
jiggled,2.0700,Verb
jiggles,1.9908,Verb
jiggling,2.7832,Verb
jiggly,1.8939,Adverb
jiggy,2.7232,Adjective
jigs,2.3710,Noun
jigsaw,3.2741,Noun
jigsawing,1.5929,Verb
jigsaws,1.7690,Noun
jihad,2.8939,Noun
jihads,1.5929,Noun
jill,4.1166,Name
jillaroo,1.5929,Name
jilling,1.5929,Verb
jillion,2.3332,Noun
jillions,1.5929,Noun
jills,1.5929,Name
jilt,1.7690,Verb
jilted,2.7068,Verb
jilting,1.7690,Verb
jim,4.8074,Name
jimbo,3.5067,Name
jiminy,3.1669,Name
jimjams,1.7690,Noun
jimmied,2.3710,Verb
jimmies,2.1369,Noun
jimminy,1.5929,Noun
jimmy,4.9038,Name
jimmying,1.8939,Verb
jimp,1.9908,Noun
jimson,2.2918,Noun
jimsonweed,2.4058,Noun
jin,3.8505,Name
jina,1.5929,Name
jing,3.3212,Name
jingle,3.7051,Noun
jinglebob,1.7690,Noun
jingled,1.7690,Verb
jingles,2.9994,Noun
jingling,2.8716,Verb
jingly,1.8939,Adverb
jingo,1.9908,Noun
jingoist,1.5929,Noun
jink,1.9908,Verb
jinked,1.5929,Verb
jinks,2.4679,Noun
jinni,2.2461,Noun
jinny,2.0700,Adjective
jinx,3.6036,Noun
jinxed,2.7542,Verb
jinxes,2.0700,Noun
jinxing,2.1369,Verb
jism,2.0700,Noun
jitney,2.1949,Noun
jitneys,1.5929,Noun
jitter,2.2461,Verb
jitterbug,2.5929,Verb
jitterbugger,1.5929,Noun
jitterbugging,1.8939,Verb
jitterbugs,1.7690,Verb
jittering,1.9908,Verb
jitters,3.1179,Noun
jittery,2.6343,Adjective
jiujitsu,1.5929,Noun
jive,3.2314,Noun
jived,1.5929,Verb
jives,1.8939,Verb
jiving,2.4058,Verb
jo,4.1419,Name
joan,4.2718,Name
job,5.6154,Noun
jobbed,1.5929,Verb
jobber,1.5929,Noun
jobbers,1.7690,Noun
jobless,2.5471,Adjective
jobs,4.4407,Noun
jobson,1.7690,Name
jocasta,1.5929,Noun
jock,3.9527,Name
jocker,1.7690,Noun
jockey,3.6863,Noun
jockeyed,1.7690,Verb
jockeying,2.2918,Verb
jockeys,2.9046,Noun
jocko,2.6720,Name
jocks,3.0700,Noun
jockstrap,2.6536,Noun
jockstraps,2.0700,Noun
jocose,1.9908,Adjective
jocular,1.5929,Adjective
jocularity,2.1949,Noun
jocund,1.9908,Adjective
jodhpur,1.7690,Verb
jodhpurs,2.0700,Noun
joe,5.1069,Name
joel,3.8906,Name
joes,2.6536,Name
joey,4.8633,Name
joeys,1.5929,Name
jog,3.3853,Verb
jogged,2.1949,Verb
jogger,2.6898,Noun
joggers,2.2461,Noun
jogging,3.4124,Verb
joggle,1.5929,Verb
joggled,1.5929,Verb
jogs,2.5471,Verb
johannes,2.2918,Name
johannesburg,2.7232,Name
john,5.2865,Name
johnnie,3.5841,Name
johnnies,2.5471,Name
johnny,4.9362,Name
johns,3.2786,Name
johnson,4.4813,Name
joie,2.7542,Noun
join,4.9208,Verb
joined,4.2171,Verb
joiner,2.5471,Noun
joinery,1.5929,Noun
joining,4.0807,Verb
joinings,1.5929,Noun
joins,3.2213,Verb
joint,4.4398,Adjective
jointed,1.7690,Verb
jointly,2.4058,Adverb
joints,3.5841,Noun
joist,1.8939,Noun
joists,2.4380,Noun
jojoba,2.1369,Noun
joke,4.8630,Noun
joked,2.6536,Verb
joker,3.6610,Noun
jokers,3.0161,Noun
jokes,4.3093,Noun
jokester,1.9908,Noun
jokesters,1.7690,Noun
jokey,1.9908,Adjective
joking,4.2696,Verb
jokingly,2.2461,Adverb
jollier,1.9908,Adjective
jollies,2.5706,Verb
jolliest,1.7690,Adjective
jollification,1.5929,Noun
jolliness,1.5929,Noun
jollity,1.5929,Noun
jolly,3.8750,Adverb
jolt,3.1431,Noun
jolted,2.2461,Verb
jolting,1.7690,Verb
jolts,2.0700,Verb
jolty,1.5929,Adjective
jonah,3.4621,Name
jonathan,4.1443,Name
jones,4.4905,Name
joneses,2.3332,Noun
jonquil,1.7690,Noun
jordan,4.2996,Name
jordans,2.6898,Name
jose,3.6498,Name
joseph,4.3004,Name
josephine,3.6078,Name
josey,2.9253,Name
josh,4.3089,Name
joshed,1.5929,Verb
josher,1.5929,Name
joshing,2.5706,Verb
joshua,3.7374,Name
josie,3.6498,Name
joss,2.6141,Name
jostle,2.0700,Verb
jostled,2.0700,Verb
jostlers,1.5929,Noun
jostling,1.8939,Verb
jot,2.8716,Verb
jotted,2.4960,Verb
jotting,2.1949,Verb
jottings,1.5929,Noun
joule,1.5929,Noun
joules,2.4679,Noun
jour,2.8359,Noun
journal,3.9489,Noun
journalism,3.5841,Noun
journalist,3.7860,Noun
journalistic,2.8481,Adjective
journalistically,1.5929,Adverb
journalists,3.2875,Noun
journals,3.2556,Noun
journey,4.2996,Noun
journeyed,3.0627,Verb
journeying,2.0700,Verb
journeyings,1.5929,Noun
journeyman,1.7690,Noun
journeymen,1.7690,Noun
journeys,2.8233,Noun
journo,2.3332,Noun
journos,1.7690,Noun
jours,1.9908,Verb
joust,3.0627,Noun
jousted,1.5929,Verb
jouster,1.8939,Noun
jousting,2.7232,Verb
jousts,2.0700,Noun
jove,3.1114,Name
jovial,2.3710,Adjective
joviality,1.5929,Noun
jovially,1.5929,Adverb
jovian,1.7690,Adjective
jow,1.5929,Verb
jowl,1.9908,Noun
jowls,2.5223,Noun
jowly,1.5929,Adverb
joy,4.4553,Noun
joyant,1.7690,Name
joyce,3.8624,Name
joyed,1.5929,Verb
joyful,3.1783,Adjective
joyfullest,1.5929,Adjective
joyfully,2.2918,Adverb
joyfulness,1.5929,Noun
joying,1.5929,Verb
joyless,2.0700,Adjective
joyous,3.1369,Adjective
joyously,2.2918,Adverb
joyride,2.9546,Noun
joyrider,1.5929,Noun
joyrides,1.5929,Verb
joyriding,2.4058,Verb
joys,3.1431,Noun
joystick,2.4960,Noun
joysticks,1.8939,Noun
jr,3.9498,Noun
js,2.2918,Name
jt,2.8233,Name
juan,3.8739,Name
juans,1.8939,Name
jube,3.1243,Name
jubilant,2.2461,Adjective
jubilantly,1.5929,Adverb
jubilation,2.0700,Noun
jubilee,2.9151,Noun
jud,2.8103,Verb
judah,3.3637,Name
judaic,1.5929,Adjective
judaica,1.5929,Name
judaism,2.7690,Noun
judas,3.6554,Name
judases,2.0700,Noun
jude,3.3004,Name
judge,4.9008,Noun
judged,3.6078,Verb
judgement,3.5706,Noun
judgemental,1.7690,Adjective
judgements,2.4058,Noun
judges,3.9223,Noun
judgeship,2.3332,Noun
judgeships,1.5929,Noun
judging,3.9120,Verb
judgment,4.2161,Noun
judgmental,3.1839,Adjective
judgments,3.0627,Noun
judicial,3.1369,Adjective
judiciary,2.3710,Noun
judicious,2.2461,Adjective
judiciously,2.0700,Adverb
judith,3.6863,Name
judo,2.9908,Noun
judy,4.2608,Name
jug,3.4222,Noun
jugful,1.5929,Noun
jugged,1.5929,Adjective
juggernaut,2.4960,Noun
juggernauts,1.5929,Noun
juggle,3.1669,Verb
juggled,2.1949,Verb
juggler,2.6898,Noun
jugglers,2.2918,Noun
juggles,2.0700,Verb
juggling,3.2556,Verb
jughead,2.7970,Noun
jugheads,1.7690,Noun
jugs,3.0842,Noun
jugular,3.1492,Noun
jugulars,1.5929,Noun
juice,4.4292,Noun
juiced,2.4380,Verb
juicehead,1.7690,Noun
juicer,2.6141,Noun
juicers,2.0700,Noun
juices,3.0477,Noun
juicier,1.9908,Adjective
juiciest,2.1949,Adjective
juicing,2.1949,Verb
juicy,3.6343,Adjective
jujitsu,2.5223,Noun
juju,2.7832,Noun
jujube,1.7690,Verb
jujubes,2.3710,Noun
juke,2.6898,Noun
jukebox,3.3600,Noun
jukeboxes,1.9908,Noun
juked,1.7690,Verb
jukes,1.5929,Noun
juking,1.9908,Verb
julep,2.5706,Noun
juleps,2.1949,Noun
julian,3.8705,Name
julienne,1.8939,Noun
juliet,3.7776,Name
julio,3.5495,Name
julius,3.9099,Name
july,4.0821,Name
jumba,3.1726,Name
jumble,2.5223,Noun
jumbled,2.7068,Verb
jumbo,3.4532,Noun
jumbos,2.1369,Noun
jump,4.8435,Verb
jumped,4.3249,Verb
jumper,3.3637,Noun
jumpers,2.7832,Noun
jumping,4.1546,Verb
jumps,3.6967,Verb
jumpsuit,2.8600,Noun
jumpsuits,2.5471,Noun
jumpy,3.4932,Adjective
jun,3.2003,Name
junco,2.4960,Noun
junction,3.4708,Noun
junctional,1.5929,Adjective
juncture,2.9046,Noun
june,4.2755,Name
juneau,2.4058,Noun
jungian,2.3332,Adjective
jungle,4.3533,Noun
junglegym,1.9908,Noun
jungles,2.8600,Noun
jungly,1.5929,Adverb
junior,4.5533,Adjective
juniors,2.6898,Noun
juniper,2.6898,Noun
junipers,1.5929,Noun
junk,4.1867,Noun
junked,1.8939,Verb
junker,2.1949,Noun
junkers,1.7690,Noun
junket,2.9353,Noun
junkets,2.0700,Noun
junkie,3.7167,Noun
junkies,3.3212,Noun
junking,1.9908,Verb
junkman,2.0700,Noun
junks,2.2461,Noun
junky,2.6720,Adjective
junkyard,3.4317,Noun
junkyards,1.5929,Name
juno,2.3332,Name
junta,2.6343,Name
juntas,1.7690,Noun
juntos,1.5929,Noun
